,player,position,squad,age,minutes,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,progressive_passes,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,progressive_carries,year,progressive_passes_per90,progressive_carries_per90
1563,Che Adams 21,FW,Southampton,25-163,858.0,0.25,0.15,0.4,0.25,0.4,16.0,2.1,14.0,0.0,1.0,0.0,4.0,16.0,21,1.6783216783216783,1.6783216783216783
1564,Rayan Aït Nouri 21,DF,Wolves,20-200,718.0,0.04,0.07,0.11,0.04,0.11,17.0,1.88,6.0,5.0,3.0,0.0,0.0,60.0,21,2.13091922005571,7.520891364902507
1565,Kristoffer Ajer 21,DF,Brentford,23-250,565.0,0.03,0.05,0.07,0.03,0.07,12.0,0.96,4.0,1.0,0.0,1.0,0.0,15.0,21,1.9115044247787611,2.3893805309734515
1566,Nathan Aké 21,DF,Manchester City,26-308,401.0,0.06,0.0,0.06,0.06,0.06,11.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21,2.4688279301745637,7.182044887780548
1567,Marc Albrighton 21,"FW,MF",Leicester City,32-035,317.0,0.01,0.07,0.08,0.01,0.08,5.0,1.14,2.0,2.0,0.0,0.0,0.0,7.0,21,1.4195583596214512,1.9873817034700316
1568,Thiago Alcántara 21,MF,Liverpool,30-256,676.0,0.19,0.13,0.33,0.19,0.33,79.0,3.86,23.0,0.0,0.0,5.0,0.0,65.0,21,10.517751479289942,8.653846153846153
1569,Trent Alexander-Arnold 21,DF,Liverpool,23-077,1414.0,0.12,0.43,0.55,0.12,0.55,148.0,5.35,51.0,28.0,1.0,3.0,1.0,87.0,21,9.42008486562942,5.537482319660538
1570,Alisson 21,GK,Liverpool,29-082,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1571,Allan 21,MF,Everton,30-349,1321.0,0.01,0.03,0.04,0.01,0.04,69.0,1.29,18.0,0.0,0.0,0.0,1.0,59.0,21,4.700984102952309,4.019682059046177
1572,Dele Alli 21,MF,Tottenham,25-256,596.0,0.22,0.11,0.34,0.11,0.22,18.0,1.06,4.0,0.0,0.0,0.0,3.0,17.0,21,2.7181208053691277,2.5671140939597317
1573,Miguel Almirón 21,MF,Newcastle Utd,27-316,959.0,0.08,0.04,0.12,0.08,0.12,19.0,2.72,21.0,0.0,0.0,6.0,1.0,47.0,21,1.7831074035453598,4.410844629822733
1574,Marcos Alonso 21,DF,Chelsea,30-360,1013.0,0.09,0.2,0.29,0.09,0.29,45.0,3.38,28.0,6.0,1.0,2.0,1.0,56.0,21,3.9980256663376106,4.975320829220138
1575,Steven Alzate 21,MF,Brighton,23-106,90.0,0.0,0.14,0.14,0.0,0.14,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,21,3.0,4.0
1576,Daniel Amartey 21,DF,Leicester City,27-002,606.0,0.0,0.0,0.01,0.0,0.01,25.0,1.04,6.0,0.0,0.0,0.0,0.0,25.0,21,3.712871287128713,3.712871287128713
1577,Joachim Andersen 21,DF,Crystal Palace,25-206,1034.0,0.02,0.05,0.07,0.02,0.07,29.0,0.96,8.0,1.0,0.0,1.0,0.0,25.0,21,2.5241779497098644,2.1760154738878144
1578,Michail Antonio 21,FW,West Ham,31-270,1435.0,0.34,0.24,0.59,0.32,0.57,17.0,3.76,40.0,0.0,5.0,6.0,5.0,76.0,21,1.0662020905923344,4.7665505226480835
1579,Cameron Archer 21,"MF,FW",Aston Villa,20-155,27.0,0.07,0.0,0.07,0.07,0.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,10.0,0.0
1580,Adam Armstrong 21,"FW,MF",Southampton,24-316,1089.0,0.32,0.14,0.46,0.32,0.46,20.0,2.15,15.0,0.0,4.0,4.0,3.0,54.0,21,1.6528925619834711,4.462809917355372
1581,Stuart Armstrong 21,MF,Southampton,29-268,125.0,0.24,0.17,0.41,0.24,0.41,3.0,4.32,6.0,0.0,0.0,0.0,0.0,11.0,21,2.16,7.92
1582,Kepa Arrizabalaga 21,GK,Chelsea,27-081,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1583,Harrison Ashby 21,DF,West Ham,20-039,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,0.0,12.857142857142858
1584,Pierre-Emerick Aubameyang 21,FW,Arsenal,32-188,1037.0,0.5,0.07,0.57,0.36,0.43,13.0,2.0,14.0,0.0,1.0,5.0,3.0,29.0,21,1.128254580520733,2.5168756027000962
1585,Jordan Ayew 21,FW,Crystal Palace,30-103,1048.0,0.16,0.12,0.28,0.16,0.28,23.0,2.49,18.0,0.0,1.0,2.0,5.0,78.0,21,1.9751908396946565,6.698473282442748
1586,Luke Ayling 21,DF,Leeds United,30-120,808.0,0.05,0.01,0.06,0.05,0.06,50.0,1.0,6.0,0.0,0.0,3.0,0.0,43.0,21,5.569306930693069,4.78960396039604
1587,César Azpilicueta 21,DF,Chelsea,32-117,940.0,0.03,0.15,0.18,0.03,0.18,58.0,2.49,24.0,0.0,1.0,1.0,0.0,65.0,21,5.553191489361702,6.223404255319148
1588,Daniel Bachmann 21,GK,Watford,27-167,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1589,Leon Bailey 21,"FW,MF",Aston Villa,24-136,424.0,0.24,0.06,0.3,0.24,0.3,11.0,2.76,9.0,0.0,1.0,1.0,2.0,30.0,21,2.3349056603773586,6.367924528301887
1590,Eric Bailly 21,DF,Manchester Utd,27-255,152.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21,0.5921052631578947,1.7763157894736843
1591,Folarin Balogun 21,FW,Arsenal,20-173,70.0,0.35,0.0,0.35,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,0.0,1.2857142857142856
1592,Patrick Bamford 21,FW,Leeds United,28-109,459.0,0.63,0.11,0.74,0.63,0.74,6.0,1.76,7.0,0.0,1.0,0.0,1.0,8.0,21,1.1764705882352942,1.5686274509803924
1593,Shandon Baptiste 21,MF,Brentford,23-259,406.0,0.04,0.03,0.07,0.04,0.07,8.0,1.77,6.0,0.0,0.0,1.0,0.0,23.0,21,1.7733990147783252,5.098522167487685
1594,Ross Barkley 21,MF,Chelsea,28-018,154.0,0.48,0.32,0.8,0.48,0.8,10.0,9.94,11.0,3.0,2.0,0.0,1.0,18.0,21,5.8441558441558445,10.51948051948052
1595,Ashley Barnes 21,FW,Burnley,32-054,382.0,0.16,0.19,0.34,0.16,0.34,8.0,3.06,9.0,0.0,0.0,2.0,1.0,7.0,21,1.8848167539267016,1.649214659685864
1596,Harvey Barnes 21,"FW,MF",Leicester City,24-014,1025.0,0.2,0.12,0.32,0.2,0.32,30.0,2.02,19.0,0.0,2.0,1.0,1.0,87.0,21,2.6341463414634148,7.639024390243902
1597,Mads Bech Sørensen 21,DF,Brentford,22-350,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1598,Jan Bednarek 21,DF,Southampton,25-255,984.0,0.07,0.01,0.08,0.07,0.08,22.0,0.73,7.0,0.0,0.0,0.0,0.0,11.0,21,2.0121951219512195,1.0060975609756098
1599,Donny van de Beek 21,MF,Manchester Utd,24-249,73.0,0.82,0.6,1.41,0.82,1.41,3.0,4.93,4.0,0.0,0.0,0.0,0.0,2.0,21,3.6986301369863015,2.4657534246575343
1600,Asmir Begović 21,GK,Everton,34-186,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1601,Saïd Benrahma 21,"FW,MF",West Ham,26-135,1204.0,0.18,0.11,0.28,0.18,0.28,39.0,3.14,32.0,0.0,3.0,2.0,4.0,66.0,21,2.915282392026578,4.9335548172757475
1602,Christian Benteke 21,FW,Crystal Palace,31-020,992.0,0.45,0.1,0.55,0.45,0.55,11.0,1.45,14.0,0.0,1.0,1.0,0.0,23.0,21,0.997983870967742,2.086693548387097
1603,Jóhann Berg Guðmundsson 21,MF,Burnley,31-057,959.0,0.14,0.03,0.17,0.14,0.17,12.0,1.5,12.0,0.0,1.0,1.0,2.0,33.0,21,1.1261730969760166,3.096976016684046
1604,Steven Bergwijn 21,FW,Tottenham,24-076,285.0,0.24,0.13,0.37,0.24,0.37,8.0,3.16,7.0,0.0,1.0,1.0,1.0,18.0,21,2.5263157894736845,5.684210526315789
1605,Ryan Bertrand 21,DF,Leicester City,32-140,337.0,0.0,0.08,0.08,0.0,0.08,7.0,0.53,1.0,1.0,0.0,0.0,0.0,11.0,21,1.8694362017804154,2.9376854599406528
1606,Mads Bidstrup 21,MF,Brentford,20-301,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1607,Yves Bissouma 21,MF,Brighton,25-115,1030.0,0.04,0.04,0.08,0.04,0.08,30.0,1.31,8.0,0.0,3.0,1.0,2.0,56.0,21,2.621359223300971,4.893203883495145
1608,Jarrod Bowen 21,FW,West Ham,25-003,1404.0,0.32,0.17,0.48,0.32,0.48,23.0,3.65,30.0,12.0,4.0,7.0,2.0,58.0,21,1.4743589743589745,3.717948717948718
1609,Jarrad Branthwaite 21,DF,Everton,19-179,90.0,0.36,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1610,Armando Broja 21,FW,Southampton,20-104,623.0,0.38,0.13,0.51,0.38,0.51,8.0,1.73,5.0,0.0,1.0,2.0,2.0,22.0,21,1.1556982343499198,3.178170144462279
1611,Josh Brownhill 21,MF,Burnley,26-004,1203.0,0.05,0.08,0.12,0.05,0.12,40.0,1.87,20.0,2.0,0.0,1.0,1.0,30.0,21,2.992518703241895,2.2443890274314215
1612,Bryan 21,"FW,MF",Tottenham,20-315,62.0,0.0,0.0,0.0,0.0,0.0,2.0,1.45,1.0,0.0,0.0,0.0,0.0,7.0,21,2.903225806451613,10.161290322580646
1613,Emi Buendía 21,"FW,MF",Aston Villa,24-363,892.0,0.12,0.18,0.3,0.12,0.3,45.0,3.13,27.0,2.0,1.0,1.0,0.0,45.0,21,4.540358744394618,4.540358744394618
1614,Dan Burn 21,DF,Brighton,29-228,482.0,0.08,0.01,0.08,0.08,0.08,25.0,0.93,4.0,0.0,0.0,1.0,0.0,15.0,21,4.668049792531121,2.8008298755186725
1615,Jack Butland 21,GK,Crystal Palace,28-288,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1616,Sam Byram 21,MF,Norwich City,28-098,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21,1.956521739130435,3.91304347826087
1617,Willy Caballero 21,GK,Southampton,40-086,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1618,Dominic Calvert-Lewin 21,FW,Everton,24-282,248.0,1.38,0.05,1.44,0.83,0.89,2.0,2.9,4.0,1.0,0.0,1.0,2.0,1.0,21,0.7258064516129032,0.3629032258064516
1619,João Cancelo 21,DF,Manchester City,27-210,1517.0,0.12,0.17,0.29,0.12,0.29,134.0,3.03,43.0,0.0,2.0,6.0,0.0,175.0,21,7.949901120632829,10.38233355306526
1620,Sergi Canós 21,DF,Brentford,24-324,1220.0,0.13,0.09,0.22,0.13,0.22,56.0,1.77,21.0,1.0,1.0,1.0,0.0,76.0,21,4.131147540983607,5.606557377049181
1621,Todd Cantwell 21,"FW,MF",Norwich City,23-299,441.0,0.03,0.04,0.07,0.03,0.07,10.0,1.02,5.0,0.0,0.0,0.0,0.0,15.0,21,2.0408163265306123,3.061224489795918
1622,Matty Cash 21,DF,Aston Villa,24-138,1513.0,0.06,0.05,0.11,0.06,0.11,41.0,1.43,16.0,4.0,2.0,1.0,1.0,73.0,21,2.438863185723728,4.342366159947125
1623,Timothy Castagne 21,DF,Leicester City,26-018,1138.0,0.01,0.02,0.03,0.01,0.03,39.0,1.03,10.0,2.0,0.0,0.0,1.0,43.0,21,3.084358523725835,3.4007029876977155
1624,Craig Cathcart 21,DF,Watford,32-320,1193.0,0.0,0.0,0.0,0.0,0.0,24.0,0.15,2.0,0.0,0.0,0.0,0.0,6.0,21,1.8105616093880972,0.4526404023470243
1625,Edinson Cavani 21,FW,Manchester Utd,34-312,213.0,0.6,0.01,0.61,0.6,0.61,2.0,0.85,1.0,0.0,0.0,1.0,0.0,1.0,21,0.8450704225352113,0.4225352112676056
1626,Trevoh Chalobah 21,DF,Chelsea,22-171,750.0,0.07,0.0,0.07,0.07,0.07,29.0,0.36,3.0,0.0,0.0,0.0,0.0,36.0,21,3.4799999999999995,4.319999999999999
1627,Calum Chambers 21,DF,Arsenal,26-337,170.0,0.05,0.03,0.07,0.05,0.07,9.0,0.53,1.0,0.0,0.0,0.0,0.0,4.0,21,4.764705882352941,2.1176470588235294
1628,Ben Chilwell 21,DF,Chelsea,25-002,540.0,0.19,0.15,0.35,0.19,0.35,13.0,3.5,11.0,7.0,1.0,1.0,0.0,23.0,21,2.1666666666666665,3.8333333333333335
1629,Hamza Choudhury 21,MF,Leicester City,24-083,59.0,0.0,0.0,0.0,0.0,0.0,3.0,1.53,0.0,0.0,0.0,0.0,1.0,0.0,21,4.576271186440678,0.0
1630,Andreas Christensen 21,DF,Chelsea,25-257,917.0,0.03,0.01,0.04,0.03,0.04,45.0,0.39,3.0,0.0,1.0,0.0,0.0,37.0,21,4.416575790621592,3.631406761177754
1631,Carney Chukwuemeka 21,"MF,FW",Aston Villa,17-350,107.0,0.33,0.83,1.16,0.33,1.16,0.0,1.68,2.0,0.0,0.0,0.0,0.0,4.0,21,0.0,3.364485981308411
1632,Ciaran Clark 21,DF,Newcastle Utd,32-088,991.0,0.07,0.03,0.1,0.07,0.1,15.0,0.45,4.0,0.0,0.0,1.0,0.0,13.0,21,1.3622603430877902,1.1806256306760847
1633,Tom Cleverley 21,MF,Watford,32-133,725.0,0.04,0.16,0.2,0.04,0.2,22.0,3.1,14.0,7.0,0.0,1.0,3.0,9.0,21,2.731034482758621,1.1172413793103448
1634,Nathaniel Clyne 21,DF,Crystal Palace,30-262,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1635,Conor Coady 21,DF,Wolves,28-301,1616.0,0.06,0.0,0.06,0.06,0.06,17.0,0.17,3.0,0.0,0.0,0.0,0.0,16.0,21,0.9467821782178217,0.8910891089108911
1636,Séamus Coleman 21,DF,Everton,33-073,1170.0,0.01,0.05,0.06,0.01,0.06,47.0,1.54,16.0,1.0,0.0,1.0,1.0,48.0,21,3.6153846153846154,3.6923076923076925
1637,Nathan Collins 21,DF,Burnley,20-237,450.0,0.01,0.09,0.1,0.01,0.1,8.0,0.6,3.0,0.0,0.0,0.0,0.0,3.0,21,1.6,0.6
1638,Aaron Connolly 21,FW,Brighton,21-329,156.0,0.26,0.2,0.47,0.26,0.47,0.0,1.15,2.0,0.0,0.0,0.0,0.0,3.0,21,0.0,1.7307692307692306
1639,Liam Cooper 21,DF,Leeds United,30-115,1274.0,0.02,0.0,0.02,0.02,0.02,34.0,0.49,5.0,0.0,0.0,1.0,1.0,19.0,21,2.401883830455259,1.3422291993720565
1640,Jack Cork 21,MF,Burnley,32-181,494.0,0.02,0.0,0.02,0.02,0.02,7.0,0.55,2.0,0.0,0.0,0.0,0.0,11.0,21,1.2753036437246963,2.0040485829959516
1641,Maxwel Cornet 21,"FW,MF",Burnley,25-087,562.0,0.25,0.09,0.33,0.25,0.33,11.0,1.28,7.0,0.0,0.0,1.0,0.0,13.0,21,1.7615658362989324,2.0818505338078293
1642,Hélder Costa 21,MF,Leeds United,27-345,22.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1643,Vladimír Coufal 21,DF,West Ham,29-123,1004.0,0.02,0.14,0.16,0.02,0.16,47.0,2.51,19.0,7.0,0.0,1.0,0.0,42.0,21,4.213147410358566,3.764940239043825
1644,Aaron Cresswell 21,DF,West Ham,32-008,1140.0,0.03,0.11,0.14,0.03,0.14,83.0,2.05,14.0,10.0,0.0,2.0,0.0,52.0,21,6.552631578947369,4.105263157894737
1645,Charlie Cresswell 21,DF,Leeds United,19-016,95.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21,3.789473684210526,1.894736842105263
1646,Cucho 21,"FW,MF",Watford,22-247,610.0,0.13,0.18,0.32,0.13,0.32,19.0,3.54,14.0,4.0,2.0,3.0,1.0,35.0,21,2.8032786885245904,5.163934426229508
1647,Marc Cucurella 21,DF,Brighton,23-154,1109.0,0.01,0.1,0.11,0.01,0.11,55.0,2.43,26.0,2.0,1.0,0.0,0.0,67.0,21,4.4634806131650135,5.437330928764653
1648,Patson Daka 21,"FW,MF",Leicester City,23-075,290.0,0.58,0.43,1.01,0.58,1.01,7.0,3.41,9.0,0.0,1.0,1.0,0.0,8.0,21,2.1724137931034484,2.4827586206896552
1649,Stuart Dallas 21,"DF,MF",Leeds United,30-248,1607.0,0.07,0.08,0.14,0.07,0.14,55.0,2.18,25.0,9.0,1.0,1.0,2.0,86.0,21,3.0802738021157436,4.816428126944618
1650,Diogo Dalot 21,DF,Manchester Utd,22-280,363.0,0.06,0.02,0.07,0.06,0.07,25.0,1.74,6.0,1.0,0.0,0.0,0.0,21.0,21,6.198347107438017,5.206611570247934
1651,Karl Darlow 21,GK,Newcastle Utd,31-076,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1652,Ben Davies 21,DF,Tottenham,28-243,571.0,0.17,0.06,0.22,0.17,0.22,26.0,0.63,4.0,0.0,0.0,0.0,0.0,35.0,21,4.098073555166375,5.516637478108581
1653,Tom Davies 21,MF,Everton,23-176,158.0,0.52,0.0,0.52,0.52,0.52,7.0,2.28,3.0,0.0,0.0,1.0,0.0,3.0,21,3.9873417721518987,1.7088607594936709
1654,Keinan Davis 21,FW,Aston Villa,23-313,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,7.5,0.0
1655,Craig Dawson 21,DF,West Ham,31-231,983.0,0.09,0.0,0.09,0.09,0.09,18.0,0.18,1.0,0.0,0.0,1.0,0.0,19.0,21,1.6480162767039674,1.7395727365208544
1656,Kevin De Bruyne 21,MF,Manchester City,30-178,674.0,0.31,0.43,0.73,0.31,0.73,53.0,6.14,36.0,6.0,1.0,2.0,1.0,53.0,21,7.077151335311573,7.077151335311573
1657,Troy Deeney 21,FW,Watford,33-177,25.0,1.45,0.32,1.77,1.45,1.77,1.0,3.6,1.0,0.0,0.0,0.0,0.0,0.0,21,3.5999999999999996,0.0
1658,Fabian Delph 21,MF,Everton,32-032,249.0,0.01,0.02,0.02,0.01,0.02,13.0,0.72,2.0,0.0,0.0,0.0,0.0,7.0,21,4.698795180722891,2.5301204819277108
1659,Leander Dendoncker 21,"MF,FW",Wolves,26-252,696.0,0.08,0.09,0.18,0.08,0.18,15.0,1.03,8.0,0.0,0.0,0.0,0.0,8.0,21,1.9396551724137931,1.0344827586206897
1660,Emmanuel Dennis 21,"FW,MF",Watford,24-038,1168.0,0.3,0.13,0.42,0.3,0.42,23.0,3.24,25.0,0.0,7.0,4.0,4.0,57.0,21,1.7722602739726028,4.392123287671233
1661,Kiernan Dewsbury Hall 21,MF,Leicester City,23-108,258.0,0.17,0.09,0.27,0.17,0.27,6.0,3.84,9.0,0.0,1.0,0.0,1.0,16.0,21,2.0930232558139537,5.5813953488372094
1662,Ibrahima Diallo 21,MF,Southampton,22-290,504.0,0.06,0.07,0.13,0.06,0.13,19.0,2.14,10.0,0.0,1.0,0.0,1.0,20.0,21,3.3928571428571432,3.5714285714285716
1663,Raphael Dias Belloli 21,"MF,FW",Leeds United,25-009,1347.0,0.39,0.18,0.57,0.24,0.42,82.0,3.54,23.0,14.0,6.0,6.0,3.0,85.0,21,5.478841870824054,5.679287305122495
1664,Rúben Dias 21,DF,Manchester City,24-223,1412.0,0.06,0.07,0.13,0.06,0.13,63.0,1.02,15.0,0.0,0.0,0.0,0.0,140.0,21,4.015580736543909,8.923512747875355
1665,Eric Dier 21,DF,Tottenham,27-342,1271.0,0.02,0.09,0.11,0.02,0.11,35.0,0.99,10.0,0.0,0.0,2.0,0.0,25.0,21,2.4783634933123526,1.7702596380802518
1666,Lucas Digne 21,DF,Everton,28-156,1170.0,0.03,0.13,0.16,0.03,0.16,49.0,2.54,22.0,9.0,1.0,0.0,1.0,47.0,21,3.769230769230769,3.6153846153846154
1667,Virgil van Dijk 21,DF,Liverpool,30-168,1440.0,0.09,0.01,0.09,0.09,0.09,50.0,0.75,8.0,0.0,0.0,4.0,0.0,39.0,21,3.125,2.4375
1668,Issa Diop 21,DF,West Ham,24-348,270.0,0.02,0.0,0.02,0.02,0.02,1.0,0.33,1.0,0.0,0.0,0.0,0.0,1.0,21,0.3333333333333333,0.3333333333333333
1669,Moussa Djenepo 21,MF,Southampton,23-191,430.0,0.31,0.05,0.36,0.31,0.36,20.0,3.35,12.0,0.0,2.0,1.0,1.0,28.0,21,4.186046511627907,5.8604651162790695
1670,Lewis Dobbin 21,"FW,MF",Everton,18-354,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21,2.8125,5.625
1671,Matt Doherty 21,DF,Tottenham,29-341,57.0,0.05,0.0,0.05,0.05,0.05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21,4.736842105263158,4.736842105263158
1672,Gabriel Dos Santos 21,DF,Arsenal,24-004,1328.0,0.06,0.02,0.08,0.06,0.08,23.0,0.68,8.0,0.0,0.0,1.0,0.0,45.0,21,1.558734939759036,3.049698795180723
1673,Abdoulaye Doucouré 21,MF,Everton,28-356,1170.0,0.14,0.09,0.23,0.14,0.23,49.0,2.54,29.0,0.0,1.0,2.0,0.0,43.0,21,3.769230769230769,3.3076923076923075
1674,Kieran Dowell 21,"FW,MF",Norwich City,24-074,251.0,0.04,0.21,0.25,0.04,0.25,5.0,3.23,9.0,0.0,0.0,0.0,0.0,9.0,21,1.7928286852589643,3.2270916334661357
1675,Cody Drameh 21,DF,Leeds United,20-015,128.0,0.0,0.01,0.01,0.0,0.01,6.0,1.41,2.0,0.0,0.0,0.0,0.0,9.0,21,4.21875,6.328125
1676,Martin Dúbravka 21,GK,Newcastle Utd,32-342,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1677,Shane Duffy 21,DF,Brighton,29-356,1135.0,0.07,0.01,0.08,0.07,0.08,18.0,0.4,3.0,0.0,0.0,2.0,0.0,15.0,21,1.4273127753303965,1.1894273127753305
1678,Lewis Dunk 21,DF,Brighton,30-032,1260.0,0.03,0.01,0.04,0.03,0.04,25.0,0.43,6.0,0.0,0.0,0.0,0.0,25.0,21,1.7857142857142858,1.7857142857142858
1679,Ederson 21,GK,Manchester City,28-128,1530.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,2.0,0.0,0.0,0.0,0.0,21,0.058823529411764705,0.0
1680,Odsonne Édouard 21,FW,Crystal Palace,23-341,788.0,0.34,0.13,0.47,0.34,0.47,17.0,2.17,12.0,0.0,2.0,4.0,0.0,30.0,21,1.9416243654822334,3.426395939086294
1681,Anthony Elanga 21,FW,Manchester Utd,19-240,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,0.0,6.0
1682,Harvey Elliott 21,MF,Liverpool,18-263,250.0,0.25,0.11,0.36,0.25,0.36,26.0,5.4,9.0,1.0,1.0,2.0,2.0,25.0,21,9.360000000000001,9.0
1683,Mohamed Elneny 21,MF,Arsenal,29-165,153.0,0.01,0.09,0.1,0.01,0.1,1.0,2.35,4.0,0.0,0.0,0.0,0.0,2.0,21,0.5882352941176471,1.1764705882352942
1684,Mohamed Elyounoussi 21,MF,Southampton,27-141,816.0,0.28,0.07,0.35,0.28,0.35,22.0,2.32,17.0,0.0,0.0,3.0,1.0,53.0,21,2.4264705882352944,5.845588235294118
1685,Emerson 21,DF,Tottenham,22-343,937.0,0.02,0.04,0.06,0.02,0.06,26.0,1.15,10.0,0.0,2.0,0.0,0.0,49.0,21,2.497331910352188,4.706510138740661
1686,Oghenekaro Etebo 21,MF,Watford,26-044,371.0,0.01,0.01,0.02,0.01,0.02,11.0,0.97,4.0,0.0,0.0,0.0,0.0,10.0,21,2.6684636118598384,2.4258760107816713
1687,Jonny Evans 21,DF,Leicester City,33-354,752.0,0.09,0.05,0.14,0.09,0.14,20.0,0.48,3.0,1.0,0.0,0.0,0.0,9.0,21,2.3936170212765955,1.077127659574468
1688,Eberechi Eze 21,MF,Crystal Palace,23-177,38.0,0.0,0.0,0.0,0.0,0.0,1.0,2.37,0.0,1.0,0.0,0.0,0.0,3.0,21,2.3684210526315788,7.105263157894737
1689,Łukasz Fabiański 21,GK,West Ham,36-249,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0
1690,Fabinho 21,MF,Liverpool,28-061,1009.0,0.07,0.05,0.12,0.07,0.12,48.0,1.43,12.0,0.0,0.0,2.0,2.0,52.0,21,4.281466798810704,4.638255698711596
1691,Kiko Femenía 21,DF,Watford,30-324,809.0,0.0,0.09,0.09,0.0,0.09,28.0,1.56,11.0,3.0,0.0,0.0,0.0,26.0,21,3.11495673671199,2.892459826946848
1692,Bruno Fernandes 21,MF,Manchester Utd,27-106,1379.0,0.24,0.27,0.51,0.19,0.46,82.0,4.5,58.0,8.0,0.0,2.0,1.0,87.0,21,5.3517041334300215,5.678027556200145
1693,Álvaro Fernández 21,GK,Brentford,23-254,630.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.14285714285714285,0.0
1694,Federico Fernández 21,DF,Newcastle Utd,32-305,523.0,0.07,0.06,0.13,0.07,0.13,8.0,0.52,1.0,0.0,0.0,2.0,0.0,0.0,21,1.3766730401529637,0.0
1695,Fernandinho 21,MF,Manchester City,36-233,340.0,0.18,0.17,0.35,0.18,0.35,20.0,3.97,13.0,0.0,0.0,1.0,1.0,22.0,21,5.294117647058823,5.823529411764706
1696,Roberto Firmino 21,FW,Liverpool,30-082,419.0,0.86,0.17,1.03,0.86,1.03,15.0,3.44,15.0,0.0,0.0,0.0,0.0,29.0,21,3.221957040572792,6.229116945107398
1697,Junior Firpo 21,DF,Leeds United,25-123,815.0,0.04,0.07,0.11,0.04,0.11,33.0,2.43,14.0,4.0,1.0,1.0,1.0,48.0,21,3.6441717791411046,5.300613496932516
1698,Ashley Fletcher 21,FW,Watford,26-082,30.0,1.16,0.0,1.16,1.16,1.16,1.0,12.0,2.0,0.0,0.0,1.0,1.0,1.0,21,3.0,3.0
1699,Phil Foden 21,FW,Manchester City,21-209,811.0,0.5,0.39,0.89,0.5,0.89,33.0,3.77,24.0,7.0,0.0,3.0,0.0,56.0,21,3.662145499383477,6.2145499383477185
